Sinhala,Tamil,Class
කිරින්දගෙවත්ත කොටසක්,கிரிந்தகேவத்தபிரிவு,Sinhala
තල්ගස්ගොඩ පාර කොටසක්,தல்கஸ்கொட பாதை,Sinhala
මාරාව,மாராவ,Sinhala
සෙල්ලබාව ගම,செல்லபாவ கம,Sinhala
කන්දෙගොඩ කොටසක්,புரன்வெல்ல மாவத்தை,Sinhala
කරුණාගම,கருனாகம,Sinhala
පන්සල වත්ත,பன்சலவத்த,Sinhala
දෙද්දුගොඩ,தெத்துகொட,Sinhala
අටහවුල්හේන,அடஹவுல் ஹேன,Sinhala
ඉඩමේගම,இடமேகம,Sinhala
මුලිත්තෝට්ටම්,மோலித் தோட்டம்,Tamil
නියකොලදෙණිය,நியகொலதெனிய,Sinhala
පළනියාණ්ඩවර් පාර,பழனியாண்வர் வீதி,Tamil
පේආරාව,பேயராவ,Sinhala
යෝදකන්දෙණිය,யோதகண்டிய,Sinhala
තිරානාගම,திரானகம,Sinhala
වීරකොන්ගම,வீரகோன்கம,Sinhala
බඹුරුපිටිය කුඩාගලහේන,பம்புறுபிடிய குடாகலஹேன,Sinhala
උඩකොහොවිල,உடகோவில,Sinhala
බෝගහව්ත්ත කොටසක්,ஆர். லக்ஷ்மன் டி சில்வா மாவத்தை,Sinhala
හැව්ඕවිට කොටසක්,ஹாவோவிட்ட பகுதி,Sinhala
නාවුල්ල,நாவுல்ல,Sinhala
ශ්රි පියරතන මාවත (කොටසක්),ஸ்ரீ பியரத்ன மாவத்தை,Sinhala
හල්පන්දෙණිය,ஹல்பன்தெணிய,Sinhala
මැතිවරන නිවස,மெத்திவரனநிவாச,Sinhala
ආසිරිගොඩ,ஆசிரிகொட,Sinhala
චිලංටන් කොටස,சிலந்டன் பிரிவு,Sinhala
පුංචික්කදෙනිය,புஞ்சிக்கதெனிய,Sinhala
වෑවල,வேவல,Sinhala
කොරහැඬිගොඩ,கொரஹெடிகொட,Sinhala
වෙනිඅකුල්ගොඩ,வெனியக்குல்கொட,Sinhala
කෝට්ටගොඩ,கோட்டகொட,Sinhala
කිරිපේද්ද,கிரிபெத்த,Sinhala
රත්නායකවත්ත දකුණ,ரத்னாயக்க வத்த தெற்கு,Sinhala
බොරලන්ද,பொரலந்த,Sinhala
විඩත්තල්තිවු කොට්ඨාශ අංක 11 කොටස,விடத்தல்தீவு வட்டாரம் 11 பகுதி,Tamil
කැබිලියපොල,கெபிலியப்பொல,Sinhala
තේරිඩි,தேரிட்டி,Tamil
රඹුක්යාය,தபுக்யாய,Sinhala
ඇල්ලේගම,எல்லகம,Sinhala
රෙක්ලමේෂන් බටහිර කොටස,ரெக்கிளமேசன் மேற்கு பகுதி,Tamil
පින්නකොළ දූව,பின்னகொலதுவ,Sinhala
ඌව කැටවල වත්ත ඉහළ කොටස,ஊவா கெட்டவல தோட்டம்பிரிவு,Sinhala
දිවියගහවෙල,திவியகஹவெல,Sinhala
ගුරුකදුර,குருகதுர,Sinhala
නිකපිටිය,நிக்கப்பிட்டிய,Sinhala
තණබිම,அம்பகஸ்முல்ல,Sinhala
දළුක්ගල,தமுக்கல,Sinhala
කනපදිවත්ත,கணபதிவத்த,Sinhala
දික්උල්පත,திக்உல்பத்த,Sinhala
වීරසිංහ පාර,வீரசிங்க வீதி,Sinhala
අරුහෝඩෛ උතුර,அறுகோடை வடக்கு,Tamil
අක්කර 50,அக்கர50,Sinhala
කුකුලලවත්ත,குக்குலல வத்த,Sinhala
ජිෆ්රියා මාවත (කොටසක්),ஜிப்ரியா மாவத்த,Sinhala
හොරගම්පිට,ஹொரகம்பிட,Sinhala
කුඩා ඌරගහ,குடா ஊரகஹ,Sinhala
කැටවලගම,கெடவலகம,Sinhala
ගල්මන්දූව,கலமன்துவ,Sinhala
ඡන්දමඩුව,ஜனதாமடுவ,Sinhala
දුහේන්ගොඩ කොටසක්,துஹேன்கொட,Sinhala
දිවියගලහේන,மொரகல பகுதி,Sinhala
ආදන්අරාව,ஆதன்அராவ,Sinhala
තලපලේගොඩ,தித்தெணிகந்த,Sinhala
කිරිදෙනිය,கிரிதெனிய,Sinhala
කෝට්ටෛ්ක්කේනි,கோடைகேணி,Tamil
දෙනියාය වත්ත,தெனியாய வத்த,Sinhala
වල්ඉගුරුකැටිය,வல்இங்குறுகெட்டிய,Sinhala
ආඳාදොල පාර,ஆதாதொல வீதி,Sinhala
රෙඩ්හිල් කොටස,றொட்ஹில் பகுதி,Sinhala
පොකුණවෙළ,பொகுணவெல,Sinhala
සමගිමාවත,ஸமகி மாவத,Sinhala
පුවැට්කරයි,பூவற்கரை,Tamil
ගාලු පාර පෙදෙස,காலி வீதியின் ஒரு பிரிவு,Sinhala
කළුආරච්චිගොඩ,கலு ஆரச்சிகொட,Sinhala
ඩික්සන් පාර (කොටසක්),டிக்ஸன் வீதியின் ஒரு பிரிவு,Sinhala
මියනකදුර,மியானகந்துர,Sinhala
පාලාගොල්ලගම,பலாகொல்லை,Sinhala
නාච්චිමාර් කොවිලඩි,நாச்சிமார் கோவிலடி,Tamil
පෙට්ටගම්වෙල,பெட்டகம்வெல,Sinhala
අංක 52 කොටස,52 ம் டிவிசன்,Sinhala
සිරුක්කුලාම්,சிறுக்குளம்,Tamil
තිරුනෙල්වේලි ග්රාම ව්යාපෟති සැලසුම්,திருநெல்வேலி கிராமம் விரிவாக்கத்திட்டம்,Tamil
අම්පිටියාවත්ත,அம்பிடியாவத்த,Sinhala
කාලයන්ඌරුව,காலயன்உறுவ,Tamil
දොඩම්ගහදුරුව,தொடம்காதுருவ,Sinhala
ආරාච්චියාමුරිප්පු,ஆராய்ச்சிய முறிப்பு,Tamil
කුරුසඩි,குருசடி,Tamil
කොටවර උඩගම උතුර,கொடவெர உடுகம வடக்கு,Sinhala
එච්. කේ. එඩ්මන් මාවත (කොටසක්),எச்.கே.எட்மன்ட் மாவத்த,Sinhala
කොට්රාවත්තැයි,கொற்றாவத்தை,Tamil
කුම්පිළාවලෙයි,கும்பளாவளை,Tamil
බම්බගල,பம்பகல,Sinhala
චිත්රාගල කොටසක්,சித்ராகல,Sinhala
මාණික්ඇල්ල,மாணிக்கெல்ல,Sinhala
බටුවත්ත,படுவத்த,Sinhala
තල්පාවිල,தல்பாவில,Sinhala
වීරවතැයි,வீராவத்தை,Tamil
ඉඩම්ගෙදර,இடமேகெதர,Sinhala
අරසපුරම්,அரசபுரம்,Tamil
ජම්බුගහ වත්ත,ஜம்புகஹ வத்த,Sinhala
දෙවන පටුමග,இரண்டாம் ஒழுங்கை,Sinhala
දිඹුල්ගොඩ,திம்புல்கொட,Sinhala
මැදඔය,மெதஓய,Sinhala
රෝස්බෙරි වත්ත,ரோஸ்பெரி தோட்டம்,Sinhala
වරණි ඉයට්රාලෙයි උතුර,வரணி இயற்றாலைவடக்கு,Tamil
දම්පිටියගොඩ,தம்பிடியகொட,Sinhala
මිල්ලගහහේන්ගොඩ,மில்லகஹஹேன்கொட,Sinhala
නායාරු,நயாரு,Tamil
කනකරතිනපුරම්,கனகரத்தினபுரம்,Tamil
පොට්පරප්පි,பொற்பரப்பி,Tamil
වඩ්ඩුවිල් කොටස,வட்டுவில்,Tamil
හිඳගොඩ,ஹிந்தகொட,Sinhala
ඩයස්යාය,டியஸ் யாய,Sinhala
මණ්ඩෙයිතීවු බටහිර,மண்டைதீவு,Tamil
සුදර්ශන ගම,ஸுதர்ஷனா கம,Sinhala
දවටගහඋල්පොත,தவட்டகா உல்பொத்த,Sinhala
වාණර්කුඩියිරුප්පු,வாணக்குடியிருப்பு,Tamil
ගොඩකන්ද,கொடகந்த,Sinhala
මහවතුගොඩ,மஹவதுகொட,Sinhala
මහකුඹුර,மஹகும்புர,Sinhala
කම්මලමැදිහේනගොඩ,கம்மல்மதஹேனகொட,Sinhala
තලාවේගම,தலாவெ கம,Sinhala
මාරගහහේන,மாரகஹ ஹேன,Sinhala
වික්රමසූරිය පාර,விக்கிரம௲ரிய பாதை,Sinhala
කොණ්ඩගොල්ල,கொன்டகொல்ல,Sinhala
විඩත්තල්තිවු කොට්ඨාශ අංක 05,விடத்தல்தீவு வட்டாரம் இல 05,Tamil
වේනගම,வேனகம,Sinhala
බෙලිගස්දුව,பெலிகஸ்துவ,Sinhala
