Sinhala,Tamil,Class
උබයිත්තුල්ලා ෂජිනි පර්වින්,உபைத்துல்லா ஷஜினி பர்வின்,Muslim
තෙන්නකෝන් මුදියාන්සේලාගේ රසිකා සමන්මලී,தென்னகோன் முதியான்சேலாகே ரசிகா சமன்மலீ,Sinhala
රණතුංග මුදියන්සේලාගේ ජානක අබේරත්න,ரணதுங்க முதியன்சேலாகே ஜானக அபேரத்ன,Sinhala
චමිලා ප්‍රියන්ති වර්ෂාහැන්නදිගේ,சமிலா பிரியன்தி வர்ஷாஹென்னதிகே,Sinhala
තුවන් සමීර්,துவன் சமீர்,Muslim
ඉස්මා ලෙබ්බේ මුහම්මට් සුප්යාන්,இஸ்மா லெப்பை முகம்மட் சுப்யான்,Muslim
ශ්‍රි හස්ත ලේකම්ලාගේ ජයසේන,ஸ்ரீ ஹஸ்த லேகம்லாகே ஜயசேன,Sinhala
සිරිපාලගේ රෝහණ සිරිසේන,சிறிபாலகே ரோஹண சிறிசேன,Sinhala
අප්පුහාමිගේ සුජීවා තෙන්නකෝන්,அப்புஹாமிகே சுஜீவா தென்னகோன்,Sinhala
මුහම්මදු ඉබ්‍රාහීම් මුහම්මදු ජිබ්රි,முகம்மது இப்றாகீம் முகம்மது ஜிப்ரி,Muslim
අප්පුහාමිගේ මුණසිංහ,அப்புஹாமிகே முணசிங்ஹ,Sinhala
පට්ටියගේ චින්තා,பட்டியகே சிந்தா,Tamil
වල්පිට මුදියන්සේලාගේ මොරිසන්,வல்பிட்ட முதியன்சேலாகே மொரிசன்,Sinhala
පන්නීර් සෙල්වම් අචලා තමාලි නිලංගිකා,பன்னீர் செல்வம் அசலா தமாலி நிலங்கிகா,Sinhala
නෑපටගේ චන්ද්‍රානි ජයලත්,நெபட்டகே சந்திரானி ஜயலத்,Sinhala
සිවශක්ති ඉරයිස්කුමාර්,சிவசக்தி இறைஸ்குமார்,Tamil
ත්‍යාගලිංගම් සංගීතා,தியாலிங்கம் சங்கீதா,Tamil
තේවසගායම් ක්‍රීන්තුරාසා,தேவசகாயம் கிறீத்துராசா,Tamil
වයිත්තිලිංගම් මයුරන්,வயித்திலிங்கம் மயூரன்,Tamil
සෙල්ලදුරෙයි මහේන්ද්‍රන්,செல்லத்துரை மகேந்திரன்,Tamil
කිලි අයින්කරන්,கிளி ஐங்கரன்,Tamil
විතානගේ උමේෂා ඉඳුරංගි කූරේ,விதானகே உமேஷா இந்துரங்கி கூரே,Sinhala
හපුආරච්චිගේ තරිඳු දිල්ෂාන්,ஹபுஆரச்சிகே தரிந்து தில்ஷான்,Sinhala
යෝධගේ ගයාන් සුපුන් කුමාර,யோதகே கயான் சுபுன் குமார,Sinhala
කොළමුන්න දේවගේ සුභාෂිණි ප්‍රනාන්දු,கொலமுன்ன தேவகே சுபாஷினி பர்னாந்து,Sinhala
සමරතුංග දොන් විරාෂා විහංගි තරුෂි ගුණවර්ධන,சமரதுங்க தொன் விராஷா விஹங்கீ தருஷி குணவர்தன,Sinhala
දොන් ආරියකුලරත්නගේ තරංග මධුරංග,தொன் ஆரியகுலரத்னகே தரங்க மதுரங்க,Sinhala
දේවපුර දේවගේ ශාන්ති ලක්ෂ්මි ජයලත්,தேவபுர தேவகே ஷாந்தி லக்ஷ்மி ஜயலத்,Sinhala
ජයවීර ගමගේ දුමිදු සංදීප,ஜயவீர கமகே துமிது சந்தீப,Sinhala
මීකඳවත්තගේ ධනුෂ්ක ලක්ෂාන්,மீகந்தவத்தகே தனுஷ்க லக்ஷான்,Sinhala
ලහදපුරගේ දයාවතී,லஹதபுரகே தயாவதி,Sinhala
හසිනි මධුෂිකා අබේදීර වීරවර්ණ පටබැඳි,ஹசினி மதுஷிகா அபேதீர வீரவர்ண பட்டபெந்தி,Sinhala
රණසිං ආරච්චිගේ නිල්මිණි,ரனசிங் ஆரச்சிகே நில்மிணி,Sinhala
නිමල් ගුණතිලක,நிமல் குணதிலக,Sinhala
මහ ආරච්චිගේ කාන්ති රම්‍යා විජේරත්න,மஹ ஆரச்சிகே காந்தி ரம்யா விஜேரத்ன,Sinhala
රාජපක්ෂලාගේ ජනක ලක්මාල් සෙනෙවිරත්න,ராஜபக்ஷலாகே ஜனக லக்மால் செனெவிரத்ன,Sinhala
හල්ලාජිම් මුහම්මදු හිසාන්,ஹல்லாஜீம் முஹம்மது ஹிசான்,Sinhala
ජයකොඩි ආරච්චිගේ චමින්ද බණ්ඩාර,ஜயகொடி ஆரச்சிகே சமிந்த பண்டார,Sinhala
ඩොරින් කාර්මන් ෆීල්ස් පෙරේරා,டொரின் கார்மன் பில்ஸ் பெரேரா,Sinhala
මේරිහෙන්රිකා තිලකන්,மேரிகென்றிக்கா திலகன்,Tamil
අරුමයිනාදන් සදීස්කුමාර්,அருமைநாதன் ஸதீஸ்குமார்,Tamil
හේරත් මුදියන්සේලාගේ රම්‍යදේවි,ஹேரத் முதியன்சேலாகே ரம்யதேவி,Sinhala
නබදෝ විතානගේ නුවන් චින්තක,நவதோ விதானகே நுவன் சிந்தக,Sinhala
සමරවික්‍රමසිංහ මුදියන්සේලාගේ ලක්ෂ්මී මනෝජා සෙනෙවිරත්න,சமரவிக்ரமசிங்ஹ முதியன்சேலாகே லக்ஷ்மி மனோஜா செனெவிரத்ன,Sinhala
ටො‍රිංටන් ජෙසුරන් මාර්ටින්,டொறிங்ரன் யெஷீரன் மாட்டின்,Sinhala
අබේකෝන්ලාගේ ලසන්ත කුමාර අබේකෝන්,அபேகோன்லாகே லசந்த குமார அபேகோன்,Sinhala
බියට්‍රිස් විමලා ප්‍රනාන්දු,பியடிரிஸ் விமலா பர்ணாந்து,Sinhala
හොරතල්ගේ මාලා කුමුදුනී,ஹொரதல்கே மாலா குமுதினி,Sinhala
